   0.02551,   0.99522,   0.73220,   0.02025,   0.00000
   0.02614,   0.99484,   0.73070,   0.02016,   0.00000
   0.02486,   0.99550,   0.73180,   0.02007,   0.00000
   0.02579,   0.99484,   0.73110,   0.01999,   0.00000
   0.02593,   0.99466,   0.73180,   0.01991,   0.00000
   0.02363,   0.99568,   0.73020,   0.01982,   0.00000
   0.02433,   0.99496,   0.73300,   0.01973,   0.00000
   0.02438,   0.99528,   0.73180,   0.01964,   0.00000
   0.02271,   0.99574,   0.73100,   0.01956,   0.00000
   0.02271,   0.99578,   0.73120,   0.01947,   0.00000
   0.02232,   0.99606,   0.73290,   0.01939,   0.00000
   0.02326,   0.99534,   0.73190,   0.01932,   0.00000
   0.02139,   0.99626,   0.73240,   0.01924,   0.00000
   0.02124,   0.99636,   0.73190,   0.01916,   0.00000
   0.02187,   0.99584,   0.73300,   0.01908,   0.00000
   0.02204,   0.99628,   0.73220,   0.01900,   0.00000
   0.02041,   0.99646,   0.73210,   0.01892,   0.00000
   0.01967,   0.99658,   0.73260,   0.01884,   0.00000
   0.02024,   0.99648,   0.73170,   0.01877,   0.00000
   0.02103,   0.99614,   0.73140,   0.01870,   0.00000
   0.73460,   0.00000,   0.00000,   0.00000,   0.00000
